# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
1

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
LIFTING_SURFACE,PropGeom,0,BNRIVEPAOP,0,0,1,6.123233995736766036e-17, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 6.123233995736766036e-17, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,48,25
# x,y,z,u,w
-5.864726712413928511e-02, 7.240026730535324972e-01, 1.088085203840504639e-02, 1.127659574468085069e+00, 2.048415953273313939e+00
-5.446251808015312862e-02, 7.243448308318912732e-01, 1.307952341632112256e-02, 1.127659574468085069e+00, 2.124319414725656774e+00
-4.684891847538760756e-02, 7.248885309906232255e-01, 1.448181968991470864e-02, 1.127659574468085069e+00, 2.248378908561805556e+00
-3.505513975164565449e-02, 7.255564987539124822e-01, 1.410223387043206891e-02, 1.127659574468085069e+00, 2.437090193319866760e+00
-1.906765450373580292e-02, 7.261452806498467361e-01, 1.181460183125963848e-02, 1.127659574468085069e+00, 2.694931530939263631e+00
-3.302370749497048519e-04, 7.263829524486632438e-01, 7.997957232551736531e-03, 1.127659574468085069e+00, 3.000000000000000000e+00
1.825417989465478313e-02, 7.261416825003211839e-01, 3.490873520063639962e-03, 1.127659574468085069e+00, 3.305068469060736369e+00
3.386121189199463311e-02, 7.255737862489484158e-01, -6.770877683082133190e-04, 1.127659574468085069e+00, 3.562909806680132796e+00
4.522547310198085646e-02, 7.249507503347561999e-01, -3.903952159902116317e-03, 1.127659574468085069e+00, 3.751621091438194000e+00
5.266629538548162764e-02, 7.244471970688234341e-01, -6.108346293094471177e-03, 1.127659574468085069e+00, 3.875680585274343670e+00
5.720560605760516282e-02, 7.241028473262511866e-01, -7.491992118926964900e-03, 1.127659574468085069e+00, 3.951584046726686061e+00
5.983200139815339491e-02, 7.238915823941829419e-01, -8.465166748606582636e-03, 1.127659574468085069e+00, 4.000000000000000000e+00
5.986264021783874179e-02, 7.550566356048484806e-01, -8.286817327398993474e-03, 1.148936170212765839e+00, 0.000000000000000000e+00
5.712313998155219008e-02, 7.552729618121670763e-01, -8.377018186166013125e-03, 1.148936170212765839e+00, 4.841595327331393861e-02
5.248185901830319106e-02, 7.556147288329626566e-01, -8.251063873065128326e-03, 1.148936170212765839e+00, 1.243194147256564686e-01
4.489309098027514933e-02, 7.561102013840150793e-01, -7.989431284304245040e-03, 1.148936170212765839e+00, 2.483789085618058612e-01
3.334537031188311573e-02, 7.567139457574303396e-01, -7.465577484560182928e-03, 1.148936170212765839e+00, 4.370901933198670375e-01
1.756695940862309374e-02, 7.572472341775237092e-01, -6.512093038918373780e-03, 1.148936170212765839e+00, 6.949315309392636308e-01
-1.082058445049010774e-03, 7.574454935734370453e-01, -4.976190569172663988e-03, 1.148936170212765839e+00, 1.000000000000000000e+00
-1.966427753094186076e-02, 7.571801281271794970e-01, -2.789584091583567887e-03, 1.148936170212765839e+00, 1.305068469060736591e+00
-3.523582999476691791e-02, 7.566048687435718012e-01, -9.258027723358119604e-05, 1.148936170212765839e+00, 1.562909806680132796e+00
-4.647499548079132153e-02, 7.559921647156562230e-01, 2.604761515823397159e-03, 1.148936170212765839e+00, 1.751621091438194222e+00
-5.380146203273331734e-02, 7.555039046974851846e-01, 4.601655627269953495e-03, 1.148936170212765839e+00, 1.875680585274343448e+00
-5.812612417233911644e-02, 7.551848973184505098e-01, 6.281725940272478957e-03, 1.148936170212765839e+00, 1.951584046726686061e+00
-5.986263665781661747e-02, 7.550566358895955954e-01, 8.286816832981219391e-03, 1.148936170212765839e+00, 2.000000000000000000e+00
-5.868468168523254674e-02, 7.551626126590733623e-01, 1.070605092209814951e-02, 1.148936170212765839e+00, 2.048415953273313939e+00
-5.450534548201012991e-02, 7.554903212711221450e-01, 1.291725415393007309e-02, 1.148936170212765839e+00, 2.124319414725656774e+00
